,index,authors,average_rating,best_book_id,book_id,books_count,description,genres,goodreads_book_id,image_url,isbn,isbn13,language_code,original_publication_year,original_title,pages,publishDate,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,small_image_url,title,work_id,work_ratings_count,work_text_reviews_count,authors_2
20,20,"['J.K. Rowling', 'Mary GrandPré']",4.53,6,24,332,"Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup with Hermione, Ron, and the Weasleys. He wants to dream about Cho Chang, his crush (and maybe do more than dream). He wants to find out about the mysterious event that's supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasn't happened for hundreds of years. He wants to be a normal, fourteen-year-old wizard. But unfortunately for Harry Potter, he's not normal - even by wizarding standards.And in his case, different can be deadly.","['fantasy', 'young-adult', 'fiction', 'classics']",6,https://images.gr-assets.com/books/1361482611m/6.jpg,439139600,9780439139600.0,eng,2000.0,Harry Potter and the Goblet of Fire,734.0,09/28/02,6676,20210,151785,494926,1195045,1753043,https://images.gr-assets.com/books/1361482611s/6.jpg,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",3046572,1868642,31084,"['J.K. Rowling', 'Mary GrandPré']"
21,21,"['J.K. Rowling', 'Mary GrandPré']",4.61,136251,25,263,"Harry Potter is leaving Privet Drive for the last time. But as he climbs into the sidecar of Hagrid’s motorbike and they take to the skies, he knows Lord Voldemort and the Death Eaters will not be far behind.The protective charm that has kept him safe until now is broken. But the Dark Lord is breathing fear into everything he loves. And he knows he can’t keep hiding.To stop Voldemort, Harry knows he must find the remaining Horcruxes and destroy them.He will have to face his enemy in one final battle.--jkrowling.com","['fantasy', 'young-adult', 'fiction', 'classics']",136251,https://images.gr-assets.com/books/1474171184m/136251.jpg,545010225,9780545010220.0,eng,2007.0,Harry Potter and the Deathly Hallows,759.0,07/21/07,9363,22245,113646,383914,1318227,1746574,https://images.gr-assets.com/books/1474171184s/136251.jpg,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",2963218,1847395,51942,"['J.K. Rowling', 'Mary GrandPré']"
22,22,['Dan Brown'],3.79,968,26,350,"ISBN 9780307277671 moved to this edition.While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter.Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever.","['fiction', 'mystery', 'thriller', 'suspense', 'historical-fiction', 'crime']",968,https://images.gr-assets.com/books/1303252999m/968.jpg,307277674,9780307277670.0,eng,2003.0,The Da Vinci Code,489.0,03/28/06,71345,126493,340790,539277,479387,1447148,https://images.gr-assets.com/books/1303252999s/968.jpg,"The Da Vinci Code (Robert Langdon, #2)",2982101,1557292,41560,['Dan Brown']
23,23,"['J.K. Rowling', 'Mary GrandPré']",4.54,1,27,275,"The war against Voldemort is not going well; even Muggle governments are noticing. Ron scans the obituary pages of the Daily Prophet, looking for familiar names. Dumbledore is absent from Hogwarts for long stretches of time, and the Order of the Phoenix has already suffered losses.And yet . . .As in all wars, life goes on. The Weasley twins expand their business. Sixth-year students learn to Apparate - and lose a few eyebrows in the process. Teenagers flirt and fight and fall in love. Classes are never straightforward, through Harry receives some extraordinary help from the mysterious Half-Blood Prince.So it's the home front that takes center stage in the multilayered sixth installment of the story of Harry Potter. Here at Hogwarts, Harry will search for the full and complete story of the boy who became Lord Voldemort - and thereby find what may be his only vulnerability.","['fantasy', 'young-adult', 'fiction', 'classics']",1,https://images.gr-assets.com/books/1361039191m/1.jpg,439785960,9780439785970.0,eng,2005.0,Harry Potter and the Half-Blood Prince,652.0,09/16/06,7308,21516,136333,459028,1161491,1678823,https://images.gr-assets.com/books/1361039191s/1.jpg,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",41335427,1785676,27520,"['J.K. Rowling', 'Mary GrandPré']"
24,24,['William Golding'],3.64,7624,28,458,"At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys. At first, with no adult supervision, their freedom is something to celebrate; this far from civilization the boys can do anything they want. Anything. They attempt to forge their own society, failing, however, in the face of terror, sin and evil. And as order collapses, as strange howls echo in the night, as terror begins its reign, the hope of adventure seems as far from reality as the hope of being rescued. Labeled a parable, an allegory, a myth, a morality tale, a parody, a political treatise, even a vision of the apocalypse, Lord of the Flies is perhaps our most memorable novel about “the end of innocence, the darkness of man’s heart.”","['classics', 'fiction', 'young-adult']",7624,https://images.gr-assets.com/books/1327869409m/7624.jpg,140283331,9780140283330.0,eng,1954.0,Lord of the Flies ,182.0,10/01/99,92779,160295,425648,564916,427846,1605019,https://images.gr-assets.com/books/1327869409s/7624.jpg,Lord of the Flies,2766512,1671484,26886,['William Golding']
25,25,"['William Shakespeare', 'Robert           Jackson']",3.73,18135,29,1937,"In Romeo and Juliet, Shakespeare creates a violent world, in which two young people fall in love. It is not simply that their families disapprove; the Montagues and the Capulets are engaged in a blood feud.In this death-filled setting, the movement from love at first sight to the lovers’ final union in death seems almost inevitable. And yet, this play set in an extraordinary world has become the quintessential story of young love. In part because of its exquisite language, it is easy to respond as if it were about all young lovers.","['classics', 'fiction', 'romance', 'poetry']",18135,https://images.gr-assets.com/books/1327872146m/18135.jpg,743477111,9780743477120.0,eng,1595.0,An Excellent conceited Tragedie of Romeo and Juliet,301.0,01/01/04,57980,153179,452673,519822,489235,1628519,https://images.gr-assets.com/books/1327872146s/18135.jpg,Romeo and Juliet,3349450,1672889,14778,"['William Shakespeare', 'Robert           Jackson']"
26,26,['Gillian Flynn'],4.03,19288043,30,196,"Marriage can be a real killer.On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears from their rented McMansion on the Mississippi River. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife’s head, but passages from Amy's diary reveal the alpha-girl perfectionist could have put anyone dangerously on edge. Under mounting pressure from the police and the media—as well as Amy’s fiercely doting parents—the town golden boy parades an endless series of lies, deceits, and inappropriate behavior. Nick is oddly evasive, and he’s definitely bitter—but is he really a killer?As the cops close in, every couple in town is soon wondering how well they know the one that they love. With his twin sister, Margo, at his side, Nick stands by his innocence. Trouble is, if Nick didn’t do it, where is that beautiful wife? And what was in that silvery gift box hidden in the back of her bedroom closet?With her razor-sharp writing and trademark psychological insight, Gillian Flynn delivers a fast-paced, devilishly dark, and ingeniously plotted thriller that confirms her status as one of the hottest writers around.One of the most critically acclaimed suspense writers of our time, New York Times bestseller Gillian Flynn takes that statement to its darkest place in this unputdownable masterpiece about a marriage gone terribly, terribly wrong. The Chicago Tribune proclaimed that her work “draws you in and keeps you reading with the force of a pure but nasty addiction.” Gone Girl’s toxic mix of sharp-edged wit and deliciously chilling prose creates a nerve-fraying thriller that confounds you at every turn.Source: gillian-flynn.com","['fiction', 'mystery', 'thriller', 'crime', 'suspense', 'contemporary']",8442457,https://images.gr-assets.com/books/1339602131m/8442457.jpg,297859382,9780297859380.0,eng,2012.0,Gone Girl,415.0,04/22/14,38874,80807,280331,616031,610476,512475,https://images.gr-assets.com/books/1339602131s/8442457.jpg,Gone Girl,13306276,1626519,121614,['Gillian Flynn']
27,27,['Kathryn Stockett'],4.45,4667024,31,183,"Librarian's note: An alternate cover edition can be found hereThree ordinary women are about to take one extraordinary step.Twenty-two-year-old Skeeter has just returned home after graduating from Ole Miss. She may have a degree, but it is 1962, Mississippi, and her mother will not be happy till Skeeter has a ring on her finger. Skeeter would normally find solace with her beloved maid Constantine, the woman who raised her, but Constantine has disappeared and no one will tell Skeeter where she has gone.Aibileen is a black maid, a wise, regal woman raising her seventeenth white child. Something has shifted inside her after the loss of her own son, who died while his bosses looked the other way. She is devoted to the little girl she looks after, though she knows both their hearts may be broken.Minny, Aibileen's best friend, is short, fat, and perhaps the sassiest woman in Mississippi. She can cook like nobody's business, but she can't mind her tongue, so she's lost yet another job. Minny finally finds a position working for someone too new to town to know her reputation. But her new boss has secrets of her own.Seemingly as different from one another as can be, these women will nonetheless come together for a clandestine project that will put them all at risk. And why? Because they are suffocating within the lines that define their town and their times. And sometimes lines are made to be crossed.In pitch-perfect voices, Kathryn Stockett creates three extraordinary women whose determination to start a movement of their own forever changes a town, and the way women, mothers, daughters, caregivers, friends, view one another. A deeply moving novel filled with poignancy, humor, and hope, The Help is a timeless and universal story about the lines we abide by, and the ones we don't. (jacket flap)","['fiction', 'historical-fiction', 'contemporary', 'classics', 'chick-lit']",4667024,https://images.gr-assets.com/books/1346100365m/4667024.jpg,399155341,9780399155340.0,eng,2009.0,The Help,451.0,02/10/09,10235,25117,134887,490754,942552,1531753,https://images.gr-assets.com/books/1346100365s/4667024.jpg,The Help,4717423,1603545,78204,['Kathryn Stockett']
28,28,['John Steinbeck'],3.84,890,32,373,"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream -- a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, Of Mice and Men has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films.","['classics', 'fiction', 'historical-fiction']",890,https://images.gr-assets.com/books/1437235233m/890.jpg,142000671,9780142000670.0,eng,1937.0,Of Mice and Men ,103.0,01/08/02,46630,110856,355169,532291,473795,1467496,https://images.gr-assets.com/books/1437235233s/890.jpg,Of Mice and Men,40283,1518741,24642,['John Steinbeck']
29,29,['Arthur Golden'],4.08,929,33,220,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.","['fiction', 'historical-fiction', 'romance', 'classics']",930,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,739326228,9780739326220.0,eng,1997.0,Memoirs of a Geisha,503.0,11/22/05,23500,59033,258700,517157,559782,1300209,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Memoirs of a Geisha,1558965,1418172,25605,['Arthur Golden']
30,30,['E.L. James'],3.67,10818853,34,169,"When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her, too—but on his own terms. Shocked yet thrilled by Grey’s singular erotic tastes, Ana hesitates. For all the trappings of success—his multinational businesses, his vast wealth, his loving family—Grey is a man tormented by demons and consumed by the need to control. When the couple embarks on a daring, passionately physical affair, Ana discovers Christian Grey’s secrets and explores her own dark desires.Erotic, amusing, and deeply moving, the Fifty Shades Trilogy is a tale that will obsess you, possess you, and stay with you forever.This book is intended for mature audiences.","['romance', 'fiction', 'contemporary', 'chick-lit']",10818853,https://images.gr-assets.com/books/1385207843m/10818853.jpg,1612130291,9781612130290.0,eng,2011.0,Fifty Shades of Grey,356.0,05/25/11,165455,152293,252185,294976,571909,1338493,https://images.gr-assets.com/books/1385207843s/10818853.jpg,"Fifty Shades of Grey (Fifty Shades, #1)",15732562,1436818,75437,['E.L. James']
31,31,['Lois Lowry'],4.12,3636,36,192,Twelve-year-old Jonas lives in a seemingly ideal world. Not until he is given his life assignment as the Receiver does he begin to understand the dark secrets behind this fragile community.,"['young-adult', 'fiction', 'classics', 'science-fiction', 'fantasy']",3636,https://images.gr-assets.com/books/1342493368m/3636.jpg,385732554,9780385732550.0,eng,1993.0,The Giver,208.0,01/24/06,26497,59652,225326,448691,585279,1296825,https://images.gr-assets.com/books/1342493368s/3636.jpg,"The Giver (The Giver, #1)",2543234,1345445,54084,['Lois Lowry']
32,32,['C.S. Lewis'],4.19,100915,37,474,"Narnia...the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.Lucy is the first to find the secret of the wardrobe in the professor's mysterious old house. At first her brothers and sister don't believe her when she tells of her visit to the land of Narnia. But soon Edmund, then Peter and Susan step through the wardrobe themselves. In Narnia they find a country buried under the evil enchantment of the White Witch. When they meet the Lion Aslan, they realize they've been called to a great adventure and bravely join the battle to free Narnia from the Witch's sinister spell.","['fantasy', 'classics', 'fiction', 'young-adult', 'christian']",100915,https://images.gr-assets.com/books/1353029077m/100915.jpg,60764899,9780060764890.0,eng,1950.0,"The Lion, the Witch and the Wardrobe",206.0,10/28/05,19309,55542,262038,513366,734629,1531800,https://images.gr-assets.com/books/1353029077s/100915.jpg,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",4790821,1584884,15186,['C.S. Lewis']
33,33,['Audrey Niffenegger'],3.95,18619684,38,167,"A funny, often poignant tale of boy meets girl with a twist: what if one of them couldn't stop slipping in and out of time? Highly original and imaginative, this debut novel raises questions about life, love, and the effects of time on relationships.Audrey Niffenegger’s innovative debut, The Time Traveler’s Wife, is the story of Clare, a beautiful art student, and Henry, an adventuresome librarian, who have known each other since Clare was six and Henry was thirty-six, and were married when Clare was twenty-three and Henry thirty-one. Impossible but true, because Henry is one of the first people diagnosed with Chrono-Displacement Disorder: periodically his genetic clock resets and he finds himself misplaced in time, pulled to moments of emotional gravity in his life, past and future. His disappearances are spontaneous, his experiences unpredictable, alternately harrowing and amusing. The Time Traveler’s Wife depicts the effects of time travel on Henry and Clare’s marriage and their passionate love for each other as the story unfolds from both points of view. Clare and Henry attempt to live normal lives, pursuing familiar goals—steady jobs, good friends, children of their own. All of this is threatened by something they can neither prevent nor control, making their story intensely moving and entirely unforgettable.","['fiction', 'romance', 'fantasy', 'science-fiction', 'contemporary', 'chick-lit']",14050,https://images.gr-assets.com/books/1437728815m/14050.jpg,965818675,9780965818670.0,eng,2003.0,The Time Traveler's Wife,500.0,09/23/13,44339,85429,257805,427210,493884,746287,https://images.gr-assets.com/books/1437728815s/14050.jpg,The Time Traveler's Wife,2153746,1308667,43382,['Audrey Niffenegger']
34,34,['George R.R. Martin'],4.45,13496,39,101,"Here is the first volume in George R. R. Martin’s magnificent cycle of novels that includes A Clash of Kings and A Storm of Swords. As a whole, this series comprises a genuine masterpiece of modern fantasy, bringing together the best the genre has to offer. Magic, mystery, intrigue, romance, and adventure fill these pages and transport us to a world unlike any we have ever experienced. Already hailed as a classic, George R. R. Martin’s stunning series is destined to stand as one of the great achievements of imaginative fiction.A GAME OF THRONESLong ago, in a time forgotten, a preternatural event threw the seasons out of balance. In a land where summers can last decades and winters a lifetime, trouble is brewing. The cold is returning, and in the frozen wastes to the north of Winterfell, sinister and supernatural forces are massing beyond the kingdom’s protective Wall. At the center of the conflict lie the Starks of Winterfell, a family as harsh and unyielding as the land they were born to. Sweeping from a land of brutal cold to a distant summertime kingdom of epicurean plenty, here is a tale of lords and ladies, soldiers and sorcerers, assassins and bastards, who come together in a time of grim omens.Here an enigmatic band of warriors bear swords of no human metal; a tribe of fierce wildlings carry men off into madness; a cruel young dragon prince barters his sister to win back his throne; and a determined woman undertakes the most treacherous of journeys. Amid plots and counterplots, tragedy and betrayal, victory and terror, the fate of the Starks, their allies, and their enemies hangs perilously in the balance, as each endeavors to win that deadliest of conflicts: the game of thrones.source: georgerrmartin.com","['fantasy', 'fiction']",13496,https://images.gr-assets.com/books/1436732693m/13496.jpg,553588486,9780553588480.0,eng,1996.0,A Game of Thrones,835.0,08/28/05,19988,28983,114092,404583,874574,1319204,https://images.gr-assets.com/books/1436732693s/13496.jpg,"A Game of Thrones (A Song of Ice and Fire, #1)",1466917,1442220,46205,['George R.R. Martin']
